SEASON,TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
2016-17,16013,1627766,Isaiah,Cousins,Isaiah Cousins,PG,75.25,6' 3.25'',76.5,6' 4.5'',194,78.25,6' 6.25'',98.5,8' 2.5'',4.8,8.25,8.75
2016-17,16014,1627738,Deyonta,Davis,Deyonta Davis,PF,81.25,6' 9.25'',82.5,6' 10.5'',237.2,86.5,7' 2.5'',108.5,9' 0.5'',9.7,9,9.25
2016-17,16015,1627767,Cheick,Diallo,Cheick Diallo,PF,79.5,6' 7.5'',81,6' 9'',218.6,88.5,7' 4.5'',107.5,8' 11.5'',5.6,8.5,9.75
2016-17,16016,1627739,Kris,Dunn,Kris Dunn,PG,75,6' 3'',76.25,6' 4.25'',,81.5,6' 9.5'',100,8' 4'',,,
2016-17,16017,1627740,Henry,Ellenson,Henry Ellenson,PF,82,6' 10'',83.5,6' 11.5'',242,86.25,7' 2.25'',108,9' 0'',11.2,8.5,9.75
2016-17,16018,1627768,Perry,Ellis,Perry Ellis,PF,79,6' 7'',80.25,6' 8.25'',217.8,82.25,6' 10.25'',102,8' 6'',4.6,8,8.5
2016-17,16020,1627770,Kay,Felder,Kay Felder,PG,68.25,5' 8.25'',69.5,5' 9.5'',177.2,74.5,6' 2.5'',88.5,7' 4.5'',5.8,8.25,8.5
2016-17,16021,1627827,Dorian,Finney-Smith,Dorian Finney-Smith,SF,78.5,6' 6.5'',79.75,6' 7.75'',212.6,83.75,6' 11.75'',105.5,8' 9.5'',6.45,9,9.75
2016-17,16022,1627771,Michael,Gbinije,Michael Gbinije,SG,77.5,6' 5.5'',78.75,6' 6.75'',204.6,79.5,6' 7.5'',101,8' 5'',5.4,8,9
2016-17,16023,1627772,Daniel,Hamilton,Daniel Hamilton,SG-SF,78.25,6' 6.25'',80,6' 8'',197,81,6' 9'',103.5,8' 7.5'',5.95,9,8.5
2016-17,16025,1628404,Josh,Hart,Josh Hart,SG,76,6' 4'',77.5,6' 5.5'',203.6,80.5,6' 8.5'',99.5,8' 3.5'',5.75,8.5,9.25
2016-17,16026,1628502,Nigel,Hayes,Nigel Hayes,SF-PF,78.25,6' 6.25'',79.25,6' 7.25'',245,87,7' 3'',107.5,8' 11.5'',10.9,8.5,9.5
2016-17,16027,1627741,Buddy,Hield,Buddy Hield,SG,75.75,6' 3.75'',77,6' 5'',212.4,81.25,6' 9.25'',101,8' 5'',6.1,8.5,9
2016-17,16030,204211,Justin,Jackson,Justin Jackson,SF,79,6' 7'',80.25,6' 8.25'',193.4,82.75,6' 10.75'',103.5,8' 7.5'',7.6,8.75,8.75
2016-17,16029,1627743,Demetrius,Jackson,Demetrius Jackson,PG,72,6' 0'',73.25,6' 1.25'',193.8,77.5,6' 5.5'',93,7' 9'',6.5,8.25,9
2016-17,16031,1627744,Brice,Johnson,Brice Johnson,PF,81,6' 9'',82.5,6' 10.5'',208.6,84.5,7' 0.5'',106.5,8' 10.5'',7.5,9,8.25
2016-17,16032,1627745,Damian,Jones,Damian Jones,C,82.25,6' 10.25'',83.5,6' 11.5'',243.6,87.75,7' 3.75'',107,8' 11'',6.55,8.75,10.5
2016-17,16033,1627746,Skal,Labissiere,Skal Labissiere,PF-C,82.5,6' 10.5'',83.75,6' 11.75'',215.8,86.5,7' 2.5'',105.5,8' 9.5'',5.7,8.75,9
2016-17,16035,1627774,Jake,Layman,Jake Layman,SF,80,6' 8'',81.25,6' 9.25'',208.6,81.25,6' 9.25'',102,8' 6'',7.1,8.25,9.25
2016-17,16037,1627747,Caris,LeVert,Caris LeVert,SG,77.75,6' 5.75'',79,6' 7'',191,82,6' 10'',101,8' 5'',7.55,8.5,9.25
2016-17,16036,1629159,Marcus,Lee,Marcus Lee,PF-C,81,6' 9'',82.25,6' 10.25'',211,87,7' 3'',107.5,8' 11.5'',5.35,9,9
2016-17,16038,1627748,Thon,Maker,Thon Maker,PF,83.75,6' 11.75'',84.75,7' 0.75'',216,87,7' 3'',110.5,9' 2.5'',6.05,8.75,9.5
2016-17,16039,1627775,Patrick,McCaw,Patrick McCaw,PG-SG,77.25,6' 5.25'',78.75,6' 6.75'',180.8,82,6' 10'',100.5,8' 4.5'',4.7,8.75,8.75
2016-17,16042,1629005,Malik,Newman,Malik Newman,SG,74.25,6' 2.25'',75.5,6' 3.5'',182.2,77.75,6' 5.75'',97.5,8' 1.5'',5.6,8.25,9.25
2016-17,16043,1627777,Georges,Niang,Georges Niang,PF,78.75,6' 6.75'',80.5,6' 8.5'',230.8,82,6' 10'',103,8' 7'',10.05,9.25,9.25
2016-17,16044,1627778,Chinanu,Onuaku,Chinanu Onuaku,C,81,6' 9'',82,6' 10'',245.2,86.75,7' 2.75'',108.5,9' 0.5'',8.55,9,8
2016-17,16045,1627779,Marcus,Paige,Marcus Paige,PG,72.5,6' 0.5'',73.75,6' 1.75'',163.8,78.25,6' 6.25'',97,8' 1'',4.3,7.75,8.75
2016-17,16046,1627780,Gary,Payton II,Gary Payton II,PG,74,6' 2'',75,6' 3'',183.8,80,6' 8'',99.5,8' 3.5'',3.95,8.75,9.5
2016-17,16047,1627751,Jakob,Poeltl,Jakob Poeltl,C,84.25,7' 0.25'',85,7' 1'',239,86.75,7' 2.75'',111.5,9' 3.5'',5.8,9.25,10.25
2016-17,16048,1627752,Taurean,Prince,Taurean Prince,SF,78.5,6' 6.5'',79.75,6' 7.75'',220.2,83.5,6' 11.5'',102,8' 6'',6.45,9,8.5
2016-17,16049,1627753,Zhou,Qi,Zhou Qi,PF-C,85.25,7' 1.25'',86.25,7' 2.25'',218.2,91.75,7' 7.75'',112.5,9' 4.5'',4.85,9.25,9.5
2016-17,16050,1627781,Malachi,Richardson,Malachi Richardson,SG-SF,76.75,6' 4.75'',78.25,6' 6.25'',199.6,84,7' 0'',101.5,8' 5.5'',7,8.75,10
2016-17,16051,1627782,Wayne,Selden,Wayne Selden,SG,76.25,6' 4.25'',77.75,6' 5.75'',232.4,82.5,6' 10.5'',101,8' 5'',7.3,9,9.25
2016-17,16052,1627783,Pascal,Siakam,Pascal Siakam,PF,80.25,6' 8.25'',81.5,6' 9.5'',226.6,87.25,7' 3.25'',107.5,8' 11.5'',5.2,9.25,10
2016-17,16053,1627754,Diamond,Stone,Diamond Stone,C,81,6' 9'',82.25,6' 10.25'',254.4,86.75,7' 2.75'',108.5,9' 0.5'',12.85,8.5,7.75
2016-17,16054,1628403,Caleb,Swanigan,Caleb Swanigan,PF,79.5,6' 7.5'',80.5,6' 8.5'',246.6,87.5,7' 3.5'',107,8' 11'',12.55,9,10.25
2016-17,16055,1628453,Melo,Trimble,Melo Trimble,PG,73.25,6' 1.25'',74.5,6' 2.5'',191.8,74,6' 2'',92.5,7' 8.5'',8.35,8,8.75
2016-17,16056,1627755,Tyler,Ulis,Tyler Ulis,PG,68.75,5' 8.75'',70,5' 10'',149.2,74,6' 2'',88.5,7' 4.5'',5.2,7.5,7.5
2016-17,16057,1627784,Jarrod,Uthoff,Jarrod Uthoff,PF,80.5,6' 8.5'',81.75,6' 9.75'',214.4,83.5,6' 11.5'',104,8' 8'',6,8.75,9
2016-17,16058,1627756,Denzel,Valentine,Denzel Valentine,SG-SF,76,6' 4'',77.75,6' 5.75'',210.4,82.75,6' 10.75'',102,8' 6'',9.2,8.5,9.75
2016-17,16059,1627785,Isaiah,Whitehead,Isaiah Whitehead,PG-SG,75.25,6' 3.25'',76.5,6' 4.5'',210,80.75,6' 8.75'',100,8' 4'',9.25,8.5,8.75
2016-17,16060,1627786,Troy,Williams,Troy Williams,SF,77.75,6' 5.75'',78.75,6' 6.75'',217.8,80.25,6' 8.25'',102,8' 6'',10,8.25,9.25
2016-17,16061,1627787,Kyle,Wiltjer,Kyle Wiltjer,PF,80.75,6' 8.75'',82,6' 10'',242.8,84.25,7' 0.25'',102.5,8' 6.5'',15.25,8.25,9.5
2016-17,16062,1627757,Stephen,Zimmerman,Stephen Zimmerman,C,82.25,6' 10.25'',83.75,6' 11.75'',234,87.25,7' 3.25'',108.5,9' 0.5'',11.15,9,9
2017-18,17000,1628389,Edrice,Adebayo,Edrice Adebayo,PF-C,80.75,6' 8.75'',75.75,6' 9.75'',242.6,86.75,7' 2.75'',108,9' 0'',5.2,9.5,8.75
2017-18,17001,1628959,Rawle,Alkins,Rawle Alkins,SG-SF,74.5,6' 2.5'',75.75,6' 3.75'',222.6,80.75,6' 8.75'',99,8' 3'',11,8.75,10
2017-18,17002,1628386,Jarrett,Allen,Jarrett Allen,C,81,6' 9'',82.25,6' 10.25'',233.6,89.25,7' 5.25'',109.5,9' 1.5'',7.4,9.5,10.5
2017-18,17003,1628443,Kadeem,Allen,Kadeem Allen,PG,73,6' 1'',74.25,6' 2.25'',192.4,81.25,6' 9.25'',99.5,8' 3.5'',6.4,8.5,8.75
2017-18,17004,1628387,Ike,Anigbogu,Ike Anigbogu,C,80.5,6' 8.5'',81.75,6' 9.75'',252.2,90.25,7' 6.25'',110.5,9' 2.5'',5.4,9.5,10
2017-18,17005,1628384,OG,Anunoby,OG Anunoby,SF,78.25,6' 6.25'',79.75,6' 7.75'',232.4,86.25,7' 2.25'',107.5,8' 11.5'',6.8,9.25,9.5
2017-18,17006,1628503,Jamel,Artis,Jamel Artis,SG-SF,77.5,6' 5.5'',78.75,6' 6.75'',213.2,82,6' 10'',105,8' 9'',11.9,9.25,9.75
2017-18,17007,1628407,Dwayne,Bacon,Dwayne Bacon,SG-SF,76.75,6' 4.75'',78.25,6' 6.25'',221.6,82,6' 10'',103.5,8' 7.5'',7.9,8.75,10
2017-18,17008,1628431,V.J.,Beachem,V.J. Beachem,SG-SF,78.25,6' 6.25'',80,6' 8'',193.4,82.25,6' 10.25'',104.5,8' 8.5'',6.8,8.5,9
2017-18,17009,1628395,Jordan,Bell,Jordan Bell,PF,79,6' 7'',80.5,6' 8.5'',223.6,83.75,6' 11.75'',104.5,8' 8.5'',5.4,9.25,9.5
2017-18,17010,1628417,Jaron,Blossomgame,Jaron Blossomgame,SF,77.75,6' 5.75'',78.75,6' 6.75'',218.6,82,6' 10'',104.5,8' 8.5'',5.7,8.75,10.25
2017-18,17011,1628449,Chris,Boucher,Chris Boucher,PF,80,6' 8'',81.5,6' 9.5'',182.2,88,7' 4'',110.5,9' 2.5'',5.4,9.25,10.5
2017-18,17012,1628396,Tony,Bradley,Tony Bradley,C,81.25,6' 9.25'',82.75,6' 10.75'',248.8,89,7' 5'',112.5,9' 4.5'',12,9.5,9.5
2017-18,17013,1628515,Isaiah,Briscoe,Isaiah Briscoe,PG,73.25,6' 1.25'',74.75,6' 2.75'',222.4,81,6' 9'',99.5,8' 3.5'',11,9,9.25
2017-18,17014,1628415,Dillon,Brooks,Dillon Brooks,SG-SF,77,6' 5'',78,6' 6'',220.2,78,6' 6'',100.5,8' 4.5'',7.5,8.25,9.25
2017-18,17015,1628418,Thomas,Bryant,Thomas Bryant,PF-C,81.5,6' 9.5'',82.75,6' 10.75'',247.8,90,7' 6'',112.5,9' 4.5'',9.4,9.5,10.25
2017-18,17017,1628380,Zach,Collins,Zach Collins,PF-C,82.25,6' 10.25'',84,7' 0'',232.2,85,7' 1'',111,9' 3'',8.9,8.75,9.25
2017-18,17016,1628381,John,Collins,John Collins,PF,80.25,6' 8.25'',81.5,6' 9.5'',225.2,83.25,6' 11.25'',106.5,8' 10.5'',5.4,9,10
2017-18,17018,1628977,Hamidou,Diallo,Hamidou Diallo,SG-SF,75.75,6' 3.75'',77,6' 5'',197.4,83.25,6' 11.25'',101.5,8' 5.5'',5.2,8.5,9.5
2017-18,17019,1628416,Tyler,Dorsey,Tyler Dorsey,SG,75,6' 3'',76.5,6' 4.5'',182.6,77.25,6' 5.25'',99.5,8' 3.5'',4.7,8.5,9.25
2017-18,17020,1628422,Damyean,Dotson,Damyean Dotson,SG-SF,76.5,6' 4.5'',77.5,6' 5.5'',205.2,81,6' 9'',100,8' 4'',5.3,8.5,9.25
2017-18,17021,1628408,PJ,Dozier,PJ Dozier,SG,77.25,6' 5.25'',78.75,6' 6.75'',200.6,83,6' 11'',101,8' 5'',6.1,8.5,9.5
2017-18,17022,1628393,Jawun,Evans,Jawun Evans,PG,70.75,5' 10.75'',71.5,5' 11.5'',185.2,77.5,6' 5.5'',95,7' 11'',9.1,8,7.75
2017-18,17023,1628390,Terrance,Ferguson,Terrance Ferguson,SG-SF,77.5,6' 5.5'',79,6' 7'',184.4,80.75,6' 8.75'',103,8' 7'',5.8,8.5,10
2017-18,17024,1628368,De’Aaron,Fox,De’Aaron Fox,PG,74,6' 2'',75.25,6' 3.25'',169.6,78.5,6' 6.5'',100,8' 4'',4.5,8.5,8.5
2017-18,17025,1628365,Markelle,Fultz,Markelle Fultz,PG,,,,,,,,,,,,
2017-18,17026,1628385,Harry,Giles,Harry Giles,PF,81.25,6' 9.25'',82.5,6' 10.5'',232,87.25,7' 3.25'',109.5,9' 1.5'',5.2,9.5,10.75
2017-18,17027,1628404,Josh,Hart,Josh Hart,SG-SF,75.75,6' 3.75'',77,6' 5'',209.2,80.25,6' 8.25'',101,8' 5'',5.8,8.5,9.5
2017-18,17028,1628502,Nigel,Hayes,Nigel Hayes,PF,78.25,6' 6.25'',79.5,6' 7.5'',254.2,87.25,7' 3.25'',104.5,8' 8.5'',11.5,8.75,10
2017-18,17029,1628439,Isaiah,Hicks,Isaiah Hicks,PF,79.25,6' 7.25'',80.5,6' 8.5'',233.4,84.5,7' 0.5'',105,8' 9'',7.7,8.75,9.75
2017-18,17030,1628411,Wesley,Iwundu,Wesley Iwundu,SG-SF,77.5,6' 5.5'',78.75,6' 6.75'',193.4,85,7' 1'',105.5,8' 9.5'',4,8.75,9.5
2017-18,17031,1628402,Frank,Jackson,Frank Jackson,PG,74,6' 2'',75.5,6' 3.5'',201.6,79.5,6' 7.5'',98,8' 2'',6.7,8.25,9
2017-18,17033,1628992,Justin,Jackson (UMD),Justin Jackson (UMD),SF,77.75,6' 5.75'',79,6' 7'',219.4,87.25,7' 3.25'',107,8' 11'',7.1,9,9.5
2017-18,17032,1628382,Justin,Jackson (UNC),Justin Jackson (UNC),SF,79,6' 7'',80.25,6' 8.25'',200.8,83,6' 11'',104.5,8' 8.5'',8.1,8.75,9.25
2017-18,17035,1628514,Peter,Jok,Peter Jok,SG-SF,76.25,6' 4.25'',77.75,6' 5.75'',202.4,80,6' 8'',102,8' 6'',11,8.25,9.5
2017-18,17037,1628379,Luke,Kennard,Luke Kennard,SG-SF,76.5,6' 4.5'',77.5,6' 5.5'',196.2,77.25,6' 5.25'',98.5,8' 2.5'',6.6,8,8.75
2017-18,17038,1628398,Kyle,Kuzma,Kyle Kuzma,SF-SG,80,6' 8'',81.5,6' 9.5'',222.6,84.25,7' 0.25'',107.5,8' 11.5'',9.4,8.5,9.5
2017-18,17039,1628388,TJ,Leaf,TJ Leaf,PF,80.75,6' 8.75'',81.75,6' 9.75'',222.2,83,6' 11'',107,8' 11'',6.8,8.5,9.5
2017-18,17040,1628399,Tyler,Lydon,Tyler Lydon,PF,80.25,6' 8.25'',81.5,6' 9.5'',215,84,7' 0'',107.5,8' 11.5'',13.6,8.75,8.75
2017-18,17041,1628412,Frank,Mason III,Frank Mason III,PG,71,5' 11'',72,6' 0'',188.8,75.25,6' 3.25'',94,7' 10'',4.3,8,9.25
2017-18,17042,1628452,Kennedy,Meeks,Kennedy Meeks,C,80.75,6' 8.75'',82.25,6' 10.25'',276.6,85,7' 1'',106,8' 10'',11.5,8.75,8.75
2017-18,17044,1628378,Donovan,Mitchell,Donovan Mitchell,SG,73.25,6' 1.25'',75,6' 3'',211.4,82,6' 10'',97,8' 1'',5.9,8.5,9.5
2017-18,17045,1628420,Monte,Morris,Monte Morris,PG,73.25,6' 1.25'',74.5,6' 2.5'',175.2,76,6' 4'',96.5,8' 0.5'',6.9,8.25,8.75
2017-18,17046,1628405,Johnathan,Motley,Johnathan Motley,PF,79.75,6' 7.75'',80.75,6' 8.75'',238.2,88,7' 4'',108,9' 0'',,9,9.5
2017-18,17047,1629004,Svi,Mykhailiuk,Svi Mykhailiuk,SG-SF,78.5,6' 6.5'',79.5,6' 7.5'',219.6,77,6' 5'',100,8' 4'',11.4,8,9.25
2017-18,17048,1628400,Semi,Ojeleye,Semi Ojeleye,SF-SG,77.25,6' 5.25'',78.75,6' 6.75'',241.4,81.75,6' 9.75'',102,8' 6'',5.5,8.75,9.5
2017-18,17049,1628419,Cameron,Oliver,Cameron Oliver,PF,79,6' 7'',80.25,6' 8.25'',238.6,85.25,7' 1.25'',106.5,8' 10.5'',7.7,9.5,10.25
2017-18,17050,1628383,Justin,Patton,Justin Patton,C,82,6' 10'',83.25,6' 11.25'',229,87,7' 3'',111.5,9' 3.5'',7.8,8.75,9.75
2017-18,17051,1628409,Alec,Peters,Alec Peters,PF,79.25,6' 7.25'',80.75,6' 8.75'',232,82.75,6' 10.75'',105,8' 9'',8.8,8.75,10
2017-18,17052,1628397,Ivan,Rabb,Ivan Rabb,PF,80.75,6' 8.75'',82,6' 10'',219.6,85.5,7' 1.5'',109,9' 1'',6.8,8.75,9
2017-18,17053,1628432,Davon,Reed,Davon Reed,SG-SF,76.5,6' 4.5'',77.5,6' 5.5'',206.2,84,7' 0'',102,8' 6'',6.5,9.25,9.5
2017-18,17054,1628421,Devin,Robinson,Devin Robinson,SF,79,6' 7'',80.25,6' 8.25'',189.6,84.75,7' 0.75'',106,8' 10'',3.2,9.25,10.25
2017-18,17055,1628424,Kobi,Simmons,Kobi Simmons,PG,75.25,6' 3.25'',76.5,6' 4.5'',166.2,78,6' 6'',99,8' 3'',5,8.5,9.5
2017-18,17056,1628410,Edmond,Sumner,Edmond Sumner,PG,76,6' 4'',77.75,6' 5.75'',176.4,81,6' 9'',102.5,8' 6.5'',8.3,8.25,9
2017-18,17057,1628403,Caleb,Swanigan,Caleb Swanigan,PF,79.5,6' 7.5'',80.5,6' 8.5'',245.6,87,7' 3'',108,9' 0'',,9.5,10.25
2017-18,17058,1628414,Sindarius,Thornwell,Sindarius Thornwell,SG-SF,75.5,6' 3.5'',76.75,6' 4.75'',211.6,82,6' 10'',103,8' 7'',7.8,8.75,8.75
2017-18,17059,1628453,Melo,Trimble,Melo Trimble,PG,73.25,6' 1.25'',74.5,6' 2.5'',195.2,74,6' 2'',95.5,7' 11.5'',10.6,8,8.75
2017-18,17060,1629021,Moritz,Wagner,Moritz Wagner,PF,82,6' 10'',83.25,6' 11.25'',231.2,84,7' 0'',108,9' 0'',6.7,8.75,10.75
2017-18,17061,1628476,Derrick,Walton Jr.,Derrick Walton Jr.,PG,71,5' 11'',72.75,6' 0.75'',188.6,74.5,6' 2.5'',95,7' 11'',5.8,8,8.5
2017-18,17062,1629118,Thomas,Welsh,Thomas Welsh,PF-C,83.5,6' 11.5'',84.5,7' 0.5'',254,84,7' 0'',109.5,9' 1.5'',10.9,9,10.5
2017-18,17063,1628401,Derrick,White,Derrick White,PG,75.25,6' 3.25'',76.5,6' 4.5'',189.8,79.5,6' 7.5'',101.5,8' 5.5'',6.2,8.25,8.5
2017-18,17064,1628430,Nigel,Williams-Goss,Nigel Williams-Goss,PG,73.5,6' 1.5'',75,6' 3'',190.2,79.25,6' 7.25'',99,8' 3'',5.6,8.75,9.25
2017-18,17065,1628391,D.J.,Wilson,D.J. Wilson,PF,80.75,6' 8.75'',82.5,6' 10.5'',234.4,87,7' 3'',109.5,9' 1.5'',6.4,9.25,10.25
2017-18,17066,1962937123,Omer,Yurtseven,Omer Yurtseven,C,82.5,6' 10.5'',83.75,6' 11.75'',248.4,85,7' 1'',108.5,9' 0.5'',7.6,9,10.5
2018-19,1628959,1628959,Rawle,Alkins,Rawle Alkins,SG,74.75,6' 2.75'',76.25,6' 4.25'',217.4,80.75,6' 8.75'',99,8' 3'',8.9,8.5,10
2018-19,1628960,1628960,Grayson,Allen,Grayson Allen,SG,75,6' 3'',76.5,6' 4.5'',198,79.25,6' 7.25'',97,8' 1'',5.55,8.25,10
2018-19,1628961,1628961,Kostas,Antetokounmpo,Kostas Antetokounmpo,PF,81,6' 9'',82.5,6' 10.5'',194.8,86.25,7' 2.25'',110,9' 2'',5,9.25,9.5
2018-19,1628962,1628962,Udoka,Azubuike,Udoka Azubuike,C,82,6' 10'',84.25,7' 0.25'',273.8,91,7' 7'',112.5,9' 4.5'',7.95,9.5,10
2018-19,1628964,1628964,Mohamed,Bamba,Mohamed Bamba,C,83.25,6' 11.25'',84.75,7' 0.75'',225.6,94,7' 10'',115.5,9' 7.5'',6.2,9.75,10.25
2018-19,1628965,1628965,Jaylen,Barford,Jaylen Barford,PG-SG,73.25,6' 1.25'',74.25,6' 2.25'',207.6,75.5,6' 3.5'',96.5,8' 0.5'',11.65,8,8.25
2018-19,1628966,1628966,Keita,Bates-Diop,Keita Bates-Diop,SG-SF,79.25,6' 7.25'',80.5,6' 8.5'',223.8,87.25,7' 3.25'',106.5,8' 10.5'',5.35,9,8.5
2018-19,1628967,1628967,Tyus,Battle,Tyus Battle,SG,77,6' 5'',78.75,6' 6.75'',200.2,81,6' 9'',102,8' 6'',4,8.5,9.25
2018-19,1628968,1628968,Brian,Bowen,Brian Bowen,SG-SF,78.25,6' 6.25'',79.5,6' 7.5'',202,82.25,6' 10.25'',103.5,8' 7.5'',7.6,9,10
2018-19,1628970,1628970,Miles,Bridges,Miles Bridges,SF,77.25,6' 5.25'',78.75,6' 6.75'',220.4,81.5,6' 9.5'',103.5,8' 7.5'',5.9,9,9.75
2018-19,1628971,1628971,Bruce,Brown,Bruce Brown,SG-PG,75.5,6' 3.5'',77,6' 5'',194.6,81,6' 9'',98.5,8' 2.5'',3.75,8.5,8.5
2018-19,1628972,1628972,Troy,Brown,Troy Brown,SF,77.75,6' 5.75'',78.75,6' 6.75'',208,82.25,6' 10.25'',105,8' 9'',7.05,9,9.75
2018-19,1628973,1628973,Jalen,Brunson,Jalen Brunson,PG,73,6' 1'',74.25,6' 2.25'',198.4,76,6' 4'',96,8' 0'',6.7,8.25,9.25
2018-19,1628974,1628974,Tony,Carr,Tony Carr,PG,75,6' 3'',76.5,6' 4.5'',198.8,80.25,6' 8.25'',100,8' 4'',6.5,8.5,9.75
2018-19,1628975,1628975,Jevon,Carter,Jevon Carter,PG,72.25,6' 0.25'',73.5,6' 1.5'',196.2,76.25,6' 4.25'',95,7' 11'',4.15,9.25,8.5
2018-19,1628976,1628976,Wendell,Carter,Wendell Carter,C-PF,80.75,6' 8.75'',82,6' 10'',251.4,88.5,7' 4.5'',109,9' 1'',7.85,8.5,9
2018-19,1628978,1628978,Donte,DiVincenzo,Donte DiVincenzo,SG,75.5,6' 3.5'',76.5,6' 4.5'',200.6,78,6' 6'',97.5,8' 1.5'',5,8.25,9
2018-19,1628977,1628977,Hamidou,Diallo,Hamidou Diallo,SG,76.25,6' 4.25'',78,6' 6'',197,83.5,6' 11.5'',103,8' 7'',4.45,8.75,9
2018-19,1628979,1628979,Trevon,Duval,Trevon Duval,PG,73.5,6' 1.5'',74.5,6' 2.5'',191,80.25,6' 8.25'',97.5,8' 1.5'',5.2,8.75,10
2018-19,1629035,1629035,Carsen,Edwards,Carsen Edwards,PG,70.75,5' 10.75'',72,6' 0'',195.6,78.25,6' 6.25'',94.5,7' 10.5'',6.3,8.5,9.25
2018-19,1628980,1628980,Jacob,Evans,Jacob Evans,SG-SF,76.25,6' 4.25'',77.5,6' 5.5'',199.6,81.25,6' 9.25'',102.5,8' 6.5'',6.5,9,9.25
2018-19,1629037,1629037,Keenan,Evans,Keenan Evans,PG,73.5,6' 1.5'',75,6' 3'',183.2,77.25,6' 5.25'',98,8' 2'',6.5,8.5,8
2018-19,1628981,1628981,Bruno,Fernando,Bruno Fernando,C,80.75,6' 8.75'',81.75,6' 9.75'',233.2,88.25,7' 4.25'',109,9' 1'',5.25,9.5,10
2018-19,1628982,1628982,Melvin,Frazier,Melvin Frazier,SF-SG,76.5,6' 4.5'',78,6' 6'',198.2,85.75,7' 1.75'',105,8' 9'',7.9,9.5,9.5
2018-19,1628983,1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,PG,76.5,6' 4.5'',78,6' 6'',180,83.5,6' 11.5'',104,8' 8'',3,9,9
2018-19,1628984,1628984,Devonte,Graham,Devonte Graham,PG,72.25,6' 0.25'',73.5,6' 1.5'',186.4,78.25,6' 6.25'',96,8' 0'',4.8,8.5,9.5
2018-19,1629036,1629036,Isaac,Haas,Isaac Haas,C,85.25,7' 1.25'',86.75,7' 2.75'',303,89,7' 5'',111.5,9' 3.5'',12.55,10,10.5
2018-19,1628985,1628985,Devon,Hall,Devon Hall,SG,76.25,6' 4.25'',78,6' 6'',206.4,79.75,6' 7.75'',102,8' 6'',8.45,8.5,10
2018-19,1628986,1628986,Jaylen,Hands,Jaylen Hands,PG,73.5,6' 1.5'',74.75,6' 2.75'',179,77.5,6' 5.5'',98,8' 2'',5,8,8
2018-19,1628987,1628987,Kevin,Hervey,Kevin Hervey,PF,78.5,6' 6.5'',79.75,6' 7.75'',211.6,87.5,7' 3.5'',107,8' 11'',5.15,9.25,10.25
2018-19,1628988,1628988,Aaron,Holiday,Aaron Holiday,PG,71.75,5' 11.75'',72.75,6' 0.75'',187,79.5,6' 7.5'',97,8' 1'',6.4,8.75,8.5
2018-19,1628989,1628989,Kevin,Huerter,Kevin Huerter,SG,78.25,6' 6.25'',79.25,6' 7.25'',194,79.5,6' 7.5'',101.5,8' 5.5'',8.6,8.25,8.5
2018-19,1628991,1628991,Jaren,Jackson,Jaren Jackson,PF-C,81.75,6' 9.75'',83.25,6' 11.25'',236,89.25,7' 5.25'',110,9' 2'',7.2,10,10
2018-19,1628992,1628992,Justin,Jackson,Justin Jackson,PF,78,6' 6'',78.75,6' 6.75'',229.4,87,7' 3'',105,8' 9'',8.9,9,9.5
2018-19,1628993,1628993,Alize,Johnson,Alize Johnson,PF,79.25,6' 7.25'',80,6' 8'',216.6,80.75,6' 8.75'',103,8' 7'',8.1,8.5,9.75
2018-19,1628994,1628994,George,King,George King,SF-SG,76.75,6' 4.75'',78,6' 6'',218.6,83.5,6' 11.5'',101.5,8' 5.5'',7.25,9,10.25
2018-19,1628995,1628995,Kevin,Knox,Kevin Knox,SF,79.75,6' 7.75'',81,6' 9'',212.6,83.75,6' 11.75'',108,9' 0'',4.95,8.75,9.25
2018-19,1628996,1628996,Sagaba,Konate,Sagaba Konate,C,78.5,6' 6.5'',79.5,6' 7.5'',246,84,7' 0'',106.5,8' 10.5'',7.35,9.25,10
2018-19,1628997,1628997,Caleb,Martin,Caleb Martin,SF-SG,76.75,6' 4.75'',78,6' 6'',195.8,82,6' 10'',101.5,8' 5.5'',7,8.5,8.75
2018-19,1628998,1628998,Cody,Martin,Cody Martin,SG-SF,76.75,6' 4.75'',78,6' 6'',188.6,82.25,6' 10.25'',102.5,8' 6.5'',5.45,8.5,9
2018-19,1628999,1628999,Yante,Maten,Yante Maten,PF-C,79.25,6' 7.25'',80.5,6' 8.5'',246.2,84.5,7' 0.5'',107.5,8' 11.5'',8.1,9.25,10
2018-19,1629000,1629000,Brandon,McCoy,Brandon McCoy,C,83.5,6' 11.5'',84.5,7' 0.5'',250.4,86,7' 2'',110.5,9' 2.5'',8.7,9.75,9.5
